SampleID,EnvironmentType,GramPositiveCount,GramNegativeCount,TotalCount,ProportionGramPositive,ProportionGramNegative
S466,Plant,113,135,248,0.45564516129032256,0.5443548387096774
S467,Air,124,115,239,0.5188284518828452,0.4811715481171548
S468,Plant,127,44,171,0.7426900584795322,0.2573099415204678
S469,Plant,111,108,219,0.5068493150684932,0.4931506849315068
S470,Soil,110,164,274,0.40145985401459855,0.5985401459854015
S471,Plant,62,59,121,0.512396694214876,0.48760330578512395
S472,Air,114,148,262,0.4351145038167939,0.5648854961832062
S473,Water,81,113,194,0.4175257731958763,0.5824742268041238
S474,Water,85,76,161,0.5279503105590062,0.4720496894409938
S475,Plant,112,114,226,0.49557522123893805,0.504424778761062
S476,Plant,148,140,288,0.5138888888888888,0.4861111111111111
S477,Soil,130,109,239,0.5439330543933054,0.4560669456066946
S478,Air,98,164,262,0.37404580152671757,0.6259541984732825
S479,Water,94,127,221,0.4253393665158371,0.5746606334841629
S480,Air,79,33,112,0.7053571428571429,0.29464285714285715
S481,Soil,102,144,246,0.4146341463414634,0.5853658536585366
S482,Soil,30,137,167,0.17964071856287425,0.8203592814371258
S483,Plant,96,84,180,0.5333333333333333,0.4666666666666667
S484,Plant,81,154,235,0.3446808510638298,0.6553191489361702
S485,Water,95,91,186,0.510752688172043,0.489247311827957
S486,Plant,55,116,171,0.3216374269005848,0.6783625730994152
S487,Water,88,109,197,0.4467005076142132,0.5532994923857868
S488,Water,145,67,212,0.6839622641509434,0.3160377358490566
S489,Soil,106,63,169,0.6272189349112426,0.3727810650887574
S490,Air,66,75,141,0.46808510638297873,0.5319148936170213
S491,Plant,86,52,138,0.6231884057971014,0.37681159420289856
S492,Plant,104,78,182,0.5714285714285714,0.42857142857142855
S493,Water,31,86,117,0.26495726495726496,0.7350427350427351
S494,Soil,171,64,235,0.7276595744680852,0.2723404255319149
S495,Plant,108,51,159,0.6792452830188679,0.32075471698113206
S496,Plant,108,147,255,0.4235294117647059,0.5764705882352941
S497,Air,123,109,232,0.5301724137931034,0.4698275862068966
S498,Plant,117,137,254,0.46062992125984253,0.5393700787401575
S499,Plant,143,116,259,0.5521235521235521,0.44787644787644787
S500,Plant,151,98,249,0.606425702811245,0.39357429718875503
S501,Soil,76,116,192,0.3958333333333333,0.6041666666666666
S502,Plant,42,111,153,0.27450980392156865,0.7254901960784313
S503,Air,49,144,193,0.2538860103626943,0.7461139896373057
S504,Water,166,113,279,0.5949820788530465,0.4050179211469534
S505,Soil,68,84,152,0.4473684210526316,0.5526315789473685
S506,Plant,145,68,213,0.6807511737089202,0.3192488262910798
S507,Air,68,104,172,0.3953488372093023,0.6046511627906976
S508,Air,139,156,295,0.4711864406779661,0.5288135593220339
S509,Water,139,60,199,0.6984924623115578,0.3015075376884422
S510,Air,107,57,164,0.6524390243902439,0.3475609756097561
S511,Air,81,74,155,0.5225806451612903,0.4774193548387097
S512,Air,135,116,251,0.5378486055776892,0.46215139442231074
S513,Soil,83,120,203,0.4088669950738916,0.5911330049261084
S514,Plant,147,105,252,0.5833333333333334,0.4166666666666667
S515,Air,82,123,205,0.4,0.6
S516,Plant,142,124,266,0.5338345864661654,0.46616541353383456
S517,Air,79,124,203,0.3891625615763547,0.6108374384236454
S518,Water,78,97,175,0.44571428571428573,0.5542857142857143
S519,Plant,121,134,255,0.4745098039215686,0.5254901960784314
S520,Air,101,121,222,0.45495495495495497,0.545045045045045
S521,Soil,119,149,268,0.44402985074626866,0.5559701492537313
S522,Air,184,9,193,0.9533678756476683,0.046632124352331605
S523,Plant,72,103,175,0.4114285714285714,0.5885714285714285
S524,Soil,90,80,170,0.5294117647058824,0.47058823529411764
S525,Air,104,64,168,0.6190476190476191,0.38095238095238093
S526,Water,68,79,147,0.46258503401360546,0.5374149659863946
S527,Water,50,104,154,0.3246753246753247,0.6753246753246753
S528,Soil,72,97,169,0.4260355029585799,0.5739644970414202
S529,Soil,122,43,165,0.7393939393939394,0.2606060606060606
S530,Air,79,83,162,0.4876543209876543,0.5123456790123457
S531,Air,79,106,185,0.42702702702702705,0.572972972972973
S532,Water,115,122,237,0.48523206751054854,0.5147679324894515
S533,Soil,70,115,185,0.3783783783783784,0.6216216216216216
S534,Plant,128,110,238,0.5378151260504201,0.46218487394957986
S535,Water,158,118,276,0.572463768115942,0.427536231884058
S536,Air,109,101,210,0.5190476190476191,0.48095238095238096
S537,Water,113,140,253,0.44664031620553357,0.5533596837944664
S538,Air,79,108,187,0.42245989304812837,0.5775401069518716
S539,Air,109,86,195,0.558974358974359,0.441025641025641
S540,Soil,114,142,256,0.4453125,0.5546875
S541,Air,62,85,147,0.4217687074829932,0.5782312925170068
S542,Soil,71,119,190,0.3736842105263158,0.6263157894736842
S543,Soil,76,99,175,0.4342857142857143,0.5657142857142857
S544,Soil,106,75,181,0.585635359116022,0.4143646408839779
S545,Water,84,57,141,0.5957446808510638,0.40425531914893614
S546,Plant,106,117,223,0.47533632286995514,0.5246636771300448
S547,Air,85,83,168,0.5059523809523809,0.49404761904761907
S548,Water,133,99,232,0.5732758620689655,0.4267241379310345
S549,Water,95,110,205,0.4634146341463415,0.5365853658536586
S550,Plant,70,102,172,0.4069767441860465,0.5930232558139535
S551,Soil,149,43,192,0.7760416666666666,0.22395833333333334
S552,Soil,162,107,269,0.6022304832713755,0.39776951672862454
S553,Water,123,107,230,0.5347826086956522,0.4652173913043478
S554,Soil,114,95,209,0.5454545454545454,0.45454545454545453
S555,Water,99,108,207,0.4782608695652174,0.5217391304347826
S556,Water,113,86,199,0.5678391959798995,0.4321608040201005
S557,Soil,68,101,169,0.40236686390532544,0.5976331360946746
S558,Air,65,136,201,0.32338308457711445,0.6766169154228856
S559,Soil,118,117,235,0.502127659574468,0.4978723404255319
S560,Soil,64,86,150,0.4266666666666667,0.5733333333333334
S561,Soil,155,69,224,0.6919642857142857,0.3080357142857143
S562,Soil,76,93,169,0.44970414201183434,0.5502958579881657
S563,Plant,116,79,195,0.5948717948717949,0.40512820512820513
S564,Soil,63,111,174,0.3620689655172414,0.6379310344827587
S565,Air,99,81,180,0.55,0.45
S566,Air,113,96,209,0.5406698564593302,0.45933014354066987
S567,Plant,87,62,149,0.5838926174496645,0.4161073825503356
S568,Air,81,67,148,0.5472972972972973,0.4527027027027027
S569,Air,92,80,172,0.5348837209302325,0.46511627906976744
S570,Water,139,94,233,0.5965665236051502,0.4034334763948498
S571,Air,130,56,186,0.6989247311827957,0.3010752688172043
S572,Water,133,75,208,0.6394230769230769,0.3605769230769231
S573,Soil,131,150,281,0.46619217081850534,0.5338078291814946
S574,Plant,146,136,282,0.5177304964539007,0.48226950354609927
S575,Air,124,133,257,0.48249027237354086,0.5175097276264592
S576,Soil,32,88,120,0.26666666666666666,0.7333333333333333
S577,Soil,119,110,229,0.519650655021834,0.48034934497816595
S578,Water,114,130,244,0.4672131147540984,0.5327868852459017
S579,Water,93,140,233,0.39914163090128757,0.6008583690987125
S580,Soil,56,119,175,0.32,0.68
S581,Plant,80,107,187,0.42780748663101603,0.5721925133689839
S582,Water,90,30,120,0.75,0.25
S583,Air,126,87,213,0.5915492957746479,0.4084507042253521
S584,Water,122,53,175,0.6971428571428572,0.3028571428571429
S585,Air,65,122,187,0.34759358288770054,0.6524064171122995
S586,Water,118,140,258,0.4573643410852713,0.5426356589147286
S587,Plant,42,128,170,0.24705882352941178,0.7529411764705882
S588,Plant,87,67,154,0.564935064935065,0.43506493506493504
S589,Plant,100,28,128,0.78125,0.21875
S590,Air,122,94,216,0.5648148148148148,0.4351851851851852
S591,Air,92,81,173,0.5317919075144508,0.4682080924855491
S592,Water,117,129,246,0.47560975609756095,0.524390243902439
S593,Air,109,48,157,0.6942675159235668,0.3057324840764331
S594,Water,115,104,219,0.5251141552511416,0.4748858447488584
S595,Water,120,160,280,0.42857142857142855,0.5714285714285714
S596,Air,92,74,166,0.5542168674698795,0.4457831325301205
S597,Plant,126,57,183,0.6885245901639344,0.3114754098360656
S598,Plant,147,90,237,0.620253164556962,0.379746835443038
S599,Plant,95,135,230,0.41304347826086957,0.5869565217391305
S600,Air,32,84,116,0.27586206896551724,0.7241379310344828
S601,Water,120,98,218,0.5504587155963303,0.44954128440366975
S602,Water,101,76,177,0.5706214689265536,0.4293785310734463
S603,Water,114,63,177,0.6440677966101694,0.3559322033898305
S604,Soil,76,58,134,0.5671641791044776,0.43283582089552236
S605,Soil,86,119,205,0.4195121951219512,0.5804878048780487
S606,Plant,102,67,169,0.6035502958579881,0.39644970414201186
S607,Air,95,86,181,0.5248618784530387,0.47513812154696133
S608,Air,98,74,172,0.5697674418604651,0.43023255813953487
S609,Plant,85,86,171,0.49707602339181284,0.5029239766081871
S610,Water,96,113,209,0.45933014354066987,0.5406698564593302
S611,Air,121,73,194,0.6237113402061856,0.37628865979381443
S612,Plant,116,86,202,0.5742574257425742,0.42574257425742573
S613,Plant,62,126,188,0.32978723404255317,0.6702127659574468
S614,Air,106,115,221,0.4796380090497738,0.5203619909502263
S615,Water,78,121,199,0.39195979899497485,0.6080402010050251
S616,Air,111,113,224,0.4955357142857143,0.5044642857142857
S617,Air,136,118,254,0.5354330708661418,0.4645669291338583
S618,Water,125,95,220,0.5681818181818182,0.4318181818181818
S619,Plant,80,64,144,0.5555555555555556,0.4444444444444444
S620,Soil,103,83,186,0.553763440860215,0.44623655913978494
S621,Water,112,114,226,0.49557522123893805,0.504424778761062
S622,Soil,114,107,221,0.5158371040723982,0.4841628959276018
S623,Plant,74,95,169,0.4378698224852071,0.5621301775147929
S624,Plant,116,105,221,0.5248868778280543,0.4751131221719457
S625,Air,110,138,248,0.4435483870967742,0.5564516129032258
S626,Water,71,106,177,0.4011299435028249,0.5988700564971752
S627,Air,111,140,251,0.44223107569721115,0.5577689243027888
S628,Soil,87,72,159,0.5471698113207547,0.4528301886792453
S629,Air,73,66,139,0.5251798561151079,0.4748201438848921
S630,Air,88,138,226,0.3893805309734513,0.6106194690265486
S631,Plant,71,113,184,0.3858695652173913,0.6141304347826086
S632,Soil,78,127,205,0.3804878048780488,0.6195121951219512
S633,Plant,144,116,260,0.5538461538461539,0.4461538461538462
S634,Plant,61,48,109,0.5596330275229358,0.44036697247706424
S635,Soil,123,75,198,0.6212121212121212,0.3787878787878788
S636,Plant,114,97,211,0.5402843601895735,0.4597156398104265
S637,Air,146,53,199,0.7336683417085427,0.2663316582914573
S638,Soil,160,89,249,0.642570281124498,0.357429718875502
S639,Air,96,111,207,0.463768115942029,0.5362318840579711
S640,Air,109,91,200,0.545,0.455
S641,Air,102,121,223,0.45739910313901344,0.5426008968609866
S642,Air,67,67,134,0.5,0.5
S643,Soil,87,107,194,0.4484536082474227,0.5515463917525774
S644,Water,183,73,256,0.71484375,0.28515625
S645,Air,113,61,174,0.6494252873563219,0.3505747126436782
S646,Plant,53,120,173,0.3063583815028902,0.6936416184971098
S647,Water,119,119,238,0.5,0.5
S648,Soil,132,149,281,0.4697508896797153,0.5302491103202847
S649,Plant,121,137,258,0.4689922480620155,0.5310077519379846
S650,Air,56,47,103,0.5436893203883495,0.4563106796116505
S651,Plant,108,133,241,0.44813278008298757,0.5518672199170125
S652,Soil,51,89,140,0.36428571428571427,0.6357142857142857
S653,Soil,93,90,183,0.5081967213114754,0.4918032786885246
S654,Plant,16,66,82,0.1951219512195122,0.8048780487804879
S655,Soil,45,47,92,0.4891304347826087,0.5108695652173914
S656,Water,110,48,158,0.6962025316455697,0.3037974683544304
S657,Air,133,73,206,0.6456310679611651,0.35436893203883496
S658,Plant,97,137,234,0.41452991452991456,0.5854700854700855
S659,Air,121,56,177,0.6836158192090396,0.3163841807909605
S660,Soil,157,131,288,0.5451388888888888,0.4548611111111111
S661,Air,70,114,184,0.3804347826086957,0.6195652173913043
S662,Air,119,89,208,0.5721153846153846,0.42788461538461536
S663,Water,138,89,227,0.6079295154185022,0.3920704845814978
S664,Air,105,69,174,0.603448275862069,0.39655172413793105
S665,Water,112,60,172,0.6511627906976745,0.3488372093023256
S666,Soil,115,106,221,0.5203619909502263,0.4796380090497738
S667,Soil,87,124,211,0.41232227488151657,0.5876777251184834
S668,Water,138,150,288,0.4791666666666667,0.5208333333333334
S669,Plant,62,98,160,0.3875,0.6125
S670,Soil,88,57,145,0.6068965517241379,0.3931034482758621
S671,Air,104,101,205,0.5073170731707317,0.4926829268292683
S672,Plant,128,86,214,0.5981308411214953,0.40186915887850466
S673,Soil,67,109,176,0.3806818181818182,0.6193181818181818
S674,Air,128,96,224,0.5714285714285714,0.42857142857142855
S675,Air,96,73,169,0.5680473372781065,0.4319526627218935
S676,Air,130,92,222,0.5855855855855856,0.4144144144144144
S677,Soil,165,51,216,0.7638888888888888,0.2361111111111111
S678,Soil,128,50,178,0.7191011235955056,0.2808988764044944
S679,Air,110,128,238,0.46218487394957986,0.5378151260504201
S680,Soil,111,74,185,0.6,0.4
S681,Water,119,94,213,0.5586854460093896,0.4413145539906103
S682,Plant,118,137,255,0.4627450980392157,0.5372549019607843
S683,Plant,75,74,149,0.5033557046979866,0.4966442953020134
S684,Plant,107,144,251,0.4262948207171315,0.5737051792828686
S685,Air,117,81,198,0.5909090909090909,0.4090909090909091
S686,Air,72,67,139,0.5179856115107914,0.48201438848920863
S687,Air,97,144,241,0.4024896265560166,0.5975103734439834
S688,Air,58,101,159,0.36477987421383645,0.6352201257861635
S689,Soil,21,49,70,0.3,0.7
S690,Water,94,66,160,0.5875,0.4125
S691,Plant,90,116,206,0.4368932038834951,0.5631067961165048
S692,Air,146,122,268,0.5447761194029851,0.4552238805970149
S693,Soil,57,114,171,0.3333333333333333,0.6666666666666666
S694,Soil,118,86,204,0.5784313725490197,0.4215686274509804
S695,Soil,106,96,202,0.5247524752475248,0.4752475247524752
S696,Air,132,98,230,0.5739130434782609,0.4260869565217391
S697,Plant,87,79,166,0.5240963855421686,0.4759036144578313
S698,Air,118,66,184,0.6413043478260869,0.358695652173913
S699,Air,70,120,190,0.3684210526315789,0.631578947368421
S700,Water,113,111,224,0.5044642857142857,0.4955357142857143
S701,Plant,104,84,188,0.5531914893617021,0.44680851063829785
S702,Plant,85,114,199,0.4271356783919598,0.5728643216080402
S703,Air,134,163,297,0.4511784511784512,0.5488215488215489
S704,Plant,104,92,196,0.5306122448979592,0.46938775510204084
S705,Air,121,73,194,0.6237113402061856,0.37628865979381443
S706,Soil,147,37,184,0.7989130434782609,0.20108695652173914
S707,Water,140,62,202,0.693069306930693,0.3069306930693069
S708,Water,132,77,209,0.631578947368421,0.3684210526315789
S709,Water,94,147,241,0.3900414937759336,0.6099585062240664
S710,Air,110,58,168,0.6547619047619048,0.34523809523809523
S711,Plant,117,85,202,0.5792079207920792,0.4207920792079208
S712,Air,126,87,213,0.5915492957746479,0.4084507042253521
S713,Soil,117,72,189,0.6190476190476191,0.38095238095238093
S714,Plant,83,72,155,0.535483870967742,0.4645161290322581
S715,Plant,93,72,165,0.5636363636363636,0.43636363636363634
S716,Air,94,122,216,0.4351851851851852,0.5648148148148148
S717,Soil,89,80,169,0.5266272189349113,0.47337278106508873
S718,Water,123,151,274,0.4489051094890511,0.551094890510949
S719,Soil,47,97,144,0.3263888888888889,0.6736111111111112
S720,Water,82,74,156,0.5256410256410257,0.47435897435897434
S721,Air,91,129,220,0.41363636363636364,0.5863636363636363
S722,Plant,138,85,223,0.6188340807174888,0.3811659192825112
S723,Soil,71,57,128,0.5546875,0.4453125
S724,Water,116,74,190,0.6105263157894737,0.3894736842105263
S725,Soil,104,132,236,0.4406779661016949,0.559322033898305
S726,Soil,80,100,180,0.4444444444444444,0.5555555555555556
S727,Air,162,95,257,0.6303501945525292,0.36964980544747084
S728,Air,121,64,185,0.654054054054054,0.34594594594594597
S729,Water,85,71,156,0.5448717948717948,0.4551282051282051
S730,Air,135,89,224,0.6026785714285714,0.39732142857142855
S731,Water,101,91,192,0.5260416666666666,0.4739583333333333
S732,Plant,64,87,151,0.423841059602649,0.5761589403973509
S733,Soil,11,79,90,0.12222222222222222,0.8777777777777778
S734,Water,120,30,150,0.8,0.2
S735,Water,112,155,267,0.41947565543071164,0.5805243445692884
S736,Water,74,77,151,0.4900662251655629,0.5099337748344371
S737,Soil,55,126,181,0.30386740331491713,0.6961325966850829
S738,Water,78,104,182,0.42857142857142855,0.5714285714285714
S739,Soil,85,87,172,0.4941860465116279,0.5058139534883721
S740,Water,114,54,168,0.6785714285714286,0.32142857142857145
S741,Water,108,93,201,0.5373134328358209,0.4626865671641791
S742,Soil,88,152,240,0.36666666666666664,0.6333333333333333
S743,Plant,48,136,184,0.2608695652173913,0.7391304347826086
S744,Soil,63,99,162,0.3888888888888889,0.6111111111111112
S745,Plant,148,165,313,0.4728434504792332,0.5271565495207667
S746,Plant,87,123,210,0.4142857142857143,0.5857142857142857
S747,Water,137,99,236,0.5805084745762712,0.4194915254237288
S748,Soil,127,110,237,0.5358649789029536,0.4641350210970464
S749,Plant,50,108,158,0.31645569620253167,0.6835443037974683
S750,Air,123,137,260,0.47307692307692306,0.5269230769230769
S751,Soil,69,106,175,0.3942857142857143,0.6057142857142858
S752,Plant,72,99,171,0.42105263157894735,0.5789473684210527
S753,Soil,124,95,219,0.5662100456621004,0.4337899543378995
S754,Plant,84,74,158,0.5316455696202531,0.46835443037974683
S755,Water,54,118,172,0.313953488372093,0.686046511627907
S756,Air,65,81,146,0.4452054794520548,0.5547945205479452
S757,Air,88,55,143,0.6153846153846154,0.38461538461538464
S758,Water,120,87,207,0.5797101449275363,0.42028985507246375
S759,Soil,55,130,185,0.2972972972972973,0.7027027027027027
S760,Plant,101,81,182,0.554945054945055,0.44505494505494503
S761,Plant,149,75,224,0.6651785714285714,0.33482142857142855
S762,Air,60,103,163,0.36809815950920244,0.6319018404907976
S763,Air,84,88,172,0.4883720930232558,0.5116279069767442
S764,Plant,86,108,194,0.44329896907216493,0.5567010309278351
S765,Water,71,125,196,0.3622448979591837,0.6377551020408163
S766,Plant,124,124,248,0.5,0.5
S767,Soil,97,88,185,0.5243243243243243,0.4756756756756757
S768,Plant,97,104,201,0.48258706467661694,0.5174129353233831
S769,Soil,144,139,283,0.508833922261484,0.4911660777385159
S770,Air,108,108,216,0.5,0.5
S771,Plant,98,50,148,0.6621621621621622,0.33783783783783783
S772,Plant,98,119,217,0.45161290322580644,0.5483870967741935
S773,Soil,76,71,147,0.5170068027210885,0.48299319727891155
S774,Soil,136,108,244,0.5573770491803278,0.4426229508196721
S775,Soil,86,57,143,0.6013986013986014,0.3986013986013986
S776,Water,101,97,198,0.51010101010101,0.4898989898989899
